会社名,銘柄コード,業種,優先市場,決算月,都道府県,時価総額,PBR,売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,PER(会予),負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
日鉄鉱業,1515,鉱業,プライム（内国株式）,2025-03-31,,138076913664,0.97357696,196766000000.0,10257000000.0,0.07849,9019000000.0,0.041350003,0.05743,0.5890898038546251,,88209000000.0,55606000000.0,101970000000.0,24367000000.0,38063000000.0,39161000000.0,41173700000.0,0.29819394790495657
三井松島ホールディングス,1518,その他製品,プライム（内国株式）,2025-03-31,福岡県,9957804032,1.0598953,60574000000.0,7619000000.0,0.17061001,8645000000.0,0.16244,0.15714,0.5554422028955937,6.1586843,52148000000.0,43841000000.0,71175000000.0,33206000000.0,8973000000.0,10945000000.0,26688500000.0,2.680159191146452
ダイブ,151A,サービス業,グロース（内国株式）,2024-06-30,東京都,6053506560,3.19377,12363389000.0,542316000.0,0.0,320998000.0,0.0,,0.43940040037581,,2418957000.0,2176113000.0,3245993000.0,358887000.0,2038006000.0,,827036000.0,0.13662098022075986
カウリス,153A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,14648433664,9.829038,1225271000.0,412666000.0,0.36827,276298000.0,0.24063,,0.6499495814594154,,708522000.0,608520000.0,1827983000.0,250000000.0,1733104000.0,,1119461000.0,0.07642189094600524
情報戦略テクノロジー,155A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,8951386112,4.8543415,5847966000.0,413119000.0,0.0558,273173000.0,0.00648,,0.6224297830439212,,1062910000.0,1015768000.0,2587097000.0,323768000.0,1836750000.0,,1524187000.0,0.17027385266698683
マテリアルグループ,156A,サービス業,グロース（内国株式）,2024-08-31,東京都,7929856512,3.8531888,5281603000.0,810511000.0,0.162,709632000.0,0.11590999,,0.6212696267425842,,1234672000.0,1011302000.0,1957071000.0,274176000.0,1122606000.0,,722399000.0,0.09109862188638805
グリーンモンスター,157A,サービス業,グロース（内国株式）,2024-06-30,東京都,1718345856,1.19835,1957473000.0,231030000.0,0.08681,156190000.0,0.01595,0.022049999,0.7957140641155427,,377968000.0,289789000.0,1685577000.0,60802000.0,1490070000.0,50000000.0,1342609000.0,0.7813380497947906
ＩＮＰＥＸ,1605,鉱業,プライム（内国株式）,2024-12-31,東京都,3176064876544,0.6959109,2265837000000.0,1166960000000.0,0.51405,427344000000.0,0.20636,0.09244,0.653284717518805,9.931073,2243031000000.0,533663000000.0,870206000000.0,1063911000000.0,241675000000.0,123557000000.0,-1286335100000.0,-0.405009075696121
アズパートナーズ,160A,サービス業,スタンダード（内国株式）,2025-03-31,東京都,10797405184,2.6027732,17917807000.0,1305131000.0,-0.00161,956657000.0,0.053390004,0.29242,0.19446210817903756,10.07984,17244666000.0,8934178000.0,16352654000.0,9309737000.0,6855982000.0,,-892012000.0,-0.08261355249702186
ＳＢＩレオスひふみ,165A,証券、商品先物取引業,グロース（内国株式）,2025-03-31,東京都,20378523648,3.0998325,11424107000.0,2070096000.0,0.15931,1485925000.0,0.12177,,0.6160808536245963,11.546961,3731607000.0,3374356000.0,9442114000.0,,2502655000.0,,5710507000.0,0.2802218207088051
石油資源開発,1662,鉱業,プライム（内国株式）,2025-03-31,東京都,326032392192,0.6226245,389082000000.0,62013000000.0,0.20161,81153000000.0,0.22322,0.15718001,0.7742716381210039,8.449396,124344000000.0,49152000000.0,230838000000.0,0.0,118358000000.0,180280000000.0,232690000000.0,0.7137020908737473
Ｋ＆Ｏエナジーグループ,1663,鉱業,プライム（内国株式）,2024-12-31,千葉県,82601009152,0.81442094,92421000000.0,8821000000.0,0.14412,6167000000.0,0.08645,0.08683,0.8074376083116361,20.619587,20042000000.0,13728000000.0,49178000000.0,913000000.0,28498000000.0,15837000000.0,40221900000.0,0.4869419927544083
タスキホールディングス,166A,不動産業,グロース（内国株式）,2024-09-30,東京都,35953377280,1.4762334,47455431000.0,4065285000.0,0.04774,2217276000.0,0.036960002,,0.35850980308861924,,37486444000.0,16139526000.0,53172378000.0,33220846000.0,14430576000.0,844757000.0,16277263900.0,0.45273254229317283
リョーサン菱洋ホールディングス,167A,卸売業,プライム（内国株式）,2025-03-31,東京都,116591935488,0.8992158,359811000000.0,8542000000.0,0.01821,9387000000.0,0.02182,,0.5702683707733556,,99054000000.0,87242000000.0,190415000000.0,38396000000.0,30037000000.0,7986000000.0,96951200000.0,0.8315429330013868
イタミアート,168A,その他製品,グロース（内国株式）,2025-01-31,岡山県,1772819968,1.1790978,3605561000.0,271569000.0,0.056020003,165042000.0,0.04577,0.20306998,0.33039779063422703,,2440840000.0,768663000.0,1165488000.0,2049719000.0,625764000.0,,-1275352000.0,-0.7193917165987156
ＳＤＳホールディングス,1711,建設業,スタンダード（内国株式）,2025-03-31,東京都,2691190272,4.5536394,4035492000.0,-14691000.0,0.019960001,-151714000.0,-0.03325,-0.16610001,0.1291914759763701,,3966883000.0,2289630000.0,2596916000.0,3515521000.0,499637000.0,21930000.0,-1354616000.0,-0.5033519978478875
ダイセキ環境ソリューション,1712,建設業,スタンダード（内国株式）,2025-02-28,愛知県,20127084544,1.1341761,19944000000.0,2257000000.0,0.117130004,1234000000.0,0.0,,0.6028383452171816,12.976191,10066000000.0,5318000000.0,7476000000.0,6736000000.0,1413000000.0,728000000.0,-2080400000.0,-0.10336320670050443
第一カッター興業,1716,建設業,スタンダード（内国株式）,2025-06-30,神奈川県,14518895616,0.7528782,20228578000.0,1647409000.0,0.05327,1327762000.0,0.0656,0.071040004,0.8643659488136177,5.3871913,2889484000.0,2204477000.0,14403164000.0,331475000.0,9929000000.0,1314110000.0,12433557000.0,0.8563707136442298
明豊ファシリティワークス,1717,サービス業,スタンダード（内国株式）,2025-03-31,東京都,13047842816,2.4452446,5716853000.0,1226695000.0,0.25765,910529000.0,0.16099001,0.18575001,0.6972469510254472,13.667481,2430460000.0,1605283000.0,6324955000.0,,829338000.0,612580000.0,4323301000.0,0.33134220429897615
美樹工業,1718,建設業,スタンダード（内国株式）,2024-12-31,兵庫県,8033255936,0.49200884,27292198000.0,1134579000.0,0.027660001,658231000.0,0.032390002,0.06138,0.48324168050904925,,14683711000.0,9076830000.0,15506712000.0,7254692000.0,2572905000.0,770584000.0,1362409800.0,0.1695962148914659
